Time, EyeTrackingEnabled, EyeCalibrationValid, EyeTrackingEnabledAndValid, EyeTrackingDataValid, EyeGazeOrigin.x, EyeGazeOrigin.y, EyeGazeOrigin.z, EyeGazeDirection.x, EyeGazeDirection.y, EyeGazeDirection.z, EyeHitInfo.point.x, EyeHitInfo.point.y, EyeHitInfo.point.z, EyeHitPosition.x, EyeHitPosition.y, EyeHitPosition.z, EyeHitNormal.x, EyeHitNormal.y, EyeHitNormal.z, HeadGazeOrigin.x, HeadGazeOrigin.y, HeadGazeOrigin.z, HeadGazeDirection.x, HeadGazeDirection.y, HeadGazeDirection.z, transform.position.x, transform.position.y, transform.position.z
114248, True, True, True, True, -0.0106975, -0.0136865, 0.1, -0.1053966, -0.1348456, 0.9852452, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
114249, True, True, True, True, -0.0106975, -0.0136865, 0.1, -0.1053966, -0.1348456, 0.9852452, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
114250, True, True, True, True, -0.0282643, -0.001465548, 0.1, -0.2719605, -0.01410158, 0.9622051, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
114251, True, True, True, True, -0.0282643, -0.001465548, 0.1, -0.2719605, -0.01410158, 0.9622051, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
114251, True, True, True, True, -0.02810985, -0.001620155, 0.1, -0.2705775, -0.01559516, 0.9625719, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
114251, True, True, True, True, -0.02795539, -0.001774763, 0.1, -0.2691922, -0.01708981, 0.9629349, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
114251, True, True, True, True, -0.02780095, -0.00192937, 0.1, -0.2678048, -0.0185855, 0.9632939, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
114251, True, True, True, True, -0.02780095, -0.00192937, 0.1, -0.2678048, -0.0185855, 0.9632939, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
114251, True, True, True, True, -0.0276465, -0.002083977, 0.1, -0.2664152, -0.02008223, 0.9636492, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
114251, True, True, True, True, -0.0276465, -0.002083977, 0.1, -0.2664152, -0.02008223, 0.9636492, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
114251, True, True, True, True, -0.0276465, -0.002083977, 0.1, -0.2664152, -0.02008223, 0.9636492, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
114251, True, True, True, True, -0.0276465, -0.002083977, 0.1, -0.2664152, -0.02008223, 0.9636492, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
114251, True, True, True, True, -0.0276465, -0.002083977, 0.1, -0.2664152, -0.02008223, 0.9636492, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
114251, True, True, True, True, -0.0276465, -0.002083977, 0.1, -0.2664152, -0.02008223, 0.9636492, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
114251, True, True, True, True, -0.02749205, -0.002238585, 0.1, -0.2650234, -0.02157997, 0.9640004, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
114251, True, True, True, True, -0.02749205, -0.002238585, 0.1, -0.2650234, -0.02157997, 0.9640004, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
