Time, EyeTrackingEnabled, EyeCalibrationValid, EyeTrackingEnabledAndValid, EyeTrackingDataValid, EyeGazeOrigin.x, EyeGazeOrigin.y, EyeGazeOrigin.z, EyeGazeDirection.x, EyeGazeDirection.y, EyeGazeDirection.z, EyeHitInfo.point.x, EyeHitInfo.point.y, EyeHitInfo.point.z, EyeHitPosition.x, EyeHitPosition.y, EyeHitPosition.z, EyeHitNormal.x, EyeHitNormal.y, EyeHitNormal.z, HeadGazeOrigin.x, HeadGazeOrigin.y, HeadGazeOrigin.z, HeadGazeDirection.x, HeadGazeDirection.y, HeadGazeDirection.z, transform.position.x, transform.position.y, transform.position.z
110054, True, True, True, True, 0.04625095, 0.06025208, 0.1, 0.3683089, 0.4798037, 0.7963272, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
110054, True, True, True, True, 0.04593631, 0.06025208, 0.1, 0.3661402, 0.4802455, 0.7970605, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
110056, True, True, True, True, 0.01258529, 0.005820697, 0.1, 0.1246602, 0.05765534, 0.990523, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
110056, True, True, True, True, -0.0622972, -0.008652389, 0.1, -0.5273404, -0.07324173, 0.8464915, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
110056, True, True, True, True, -0.06449962, 0.0007865793, 0.1, -0.542017, 0.006609953, 0.8403414, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
110056, True, True, True, True, -0.06355573, 0.006764592, 0.1, -0.535519, 0.05699828, 0.8425975, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
110056, True, True, True, True, -0.06355573, 0.007708492, 0.1, -0.5352595, 0.06492008, 0.8421892, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
110056, True, True, True, True, -0.06355573, 0.007708492, 0.1, -0.5352595, 0.06492008, 0.8421892, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
110056, True, True, True, True, -0.06261183, 0.008652386, 0.1, -0.5292591, 0.07313879, 0.845302, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
110056, True, True, True, True, -0.0622972, 0.008967021, 0.1, -0.5272357, 0.07589, 0.8463233, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
110056, True, True, True, True, -0.0622972, 0.008967021, 0.1, -0.5272357, 0.07589, 0.8463233, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
110056, True, True, True, True, -0.06072404, 0.01022555, 0.1, -0.5170678, 0.08707099, 0.8515042, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
110056, True, True, True, True, -0.05978014, 0.01022555, 0.1, -0.5111426, 0.08743227, 0.8550373, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
110056, True, True, True, True, -0.05978014, 0.01022555, 0.1, -0.5111426, 0.08743227, 0.8550373, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
110056, True, True, True, True, -0.05820698, 0.01116944, 0.1, -0.5007284, 0.09608569, 0.8602549, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
110056, True, True, True, True, -0.05568993, 0.01179871, 0.1, -0.4839752, 0.1025371, 0.8690535, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
110056, True, True, True, True, -0.05568993, 0.01179871, 0.1, -0.4839752, 0.1025371, 0.8690535, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
110056, True, True, True, True, -0.05348749, 0.01211334, 0.1, -0.4689785, 0.1062098, 0.8768002, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
110056, True, True, True, True, -0.05097044, 0.01274261, 0.1, -0.4512185, 0.1128046, 0.8852553, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
110056, True, True, True, True, -0.05097044, 0.01274261, 0.1, -0.4512185, 0.1128046, 0.8852553, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
110056, True, True, True, True, -0.04845338, 0.01274261, 0.1, -0.4332052, 0.1139273, 0.894066, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
110056, True, True, True, True, -0.04845338, 0.01274261, 0.1, -0.4332052, 0.1139273, 0.894066, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
110056, True, True, True, True, -0.04562168, 0.01274261, 0.1, -0.4123014, 0.1151601, 0.9037398, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
110056, True, True, True, True, -0.04436316, 0.01274261, 0.1, -0.4027947, 0.1156964, 0.9079487, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
110056, True, True, True, True, -0.04436316, 0.01274261, 0.1, -0.4027947, 0.1156964, 0.9079487, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
110056, True, True, True, True, -0.04279, 0.01274261, 0.1, -0.3907256, 0.1163558, 0.9131237, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
110056, True, True, True, True, -0.04279, 0.01274261, 0.1, -0.3907256, 0.1163558, 0.9131237, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
110056, True, True, True, True, -0.04121684, 0.01242797, 0.1, -0.3785779, 0.1141513, 0.9185033, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
110056, True, True, True, True, -0.04027294, 0.01242797, 0.1, -0.3711143, 0.1145235, 0.921498, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
110056, True, True, True, True, -0.04027294, 0.01242797, 0.1, -0.3711143, 0.1145235, 0.921498, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
110056, True, True, True, True, -0.03995831, 0.01179871, 0.1, -0.3688496, 0.1089123, 0.9230862, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
110056, True, True, True, True, -0.03995831, 0.01179871, 0.1, -0.3688496, 0.1089123, 0.9230862, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
110056, True, True, True, True, -0.03932904, 0.01116944, 0.1, -0.3640403, 0.1033874, 0.9256272, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
110056, True, True, True, True, -0.03807051, 0.01022555, 0.1, -0.3541799, 0.09513097, 0.9303262, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
110056, True, True, True, True, -0.03807051, 0.01022555, 0.1, -0.3541799, 0.09513097, 0.9303262, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
110056, True, True, True, True, -0.03712662, 0.008967021, 0.1, -0.3468294, 0.08376811, 0.93418, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
110056, True, True, True, True, -0.03555345, 0.007079227, 0.1, -0.3342493, 0.06655406, 0.9401318, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
110056, True, True, True, True, -0.03555345, 0.007079227, 0.1, -0.3342493, 0.06655406, 0.9401318, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
110057, True, True, True, True, -0.03335103, 0.004247539, 0.1, -0.3161223, 0.04026088, 0.9478638, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
110057, True, True, True, True, -0.03335103, 0.004247539, 0.1, -0.3161223, 0.04026088, 0.9478638, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
110057, True, True, True, True, -0.03146323, 0.002674374, 0.1, -0.3000299, 0.02550253, 0.9535888, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
110057, True, True, True, True, -0.02926081, 0.0004719503, 0.1, -0.2808297, 0.004529529, 0.959747, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
110057, True, True, True, True, -0.02926081, 0.0004719503, 0.1, -0.2808297, 0.004529529, 0.959747, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
110057, True, True, True, True, -0.02800228, -0.001415844, 0.1, -0.2696252, -0.01363272, 0.9628689, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
110057, True, True, True, True, -0.02611448, -0.003618271, 0.1, -0.2525165, -0.03498722, 0.9669598, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
110057, True, True, True, True, -0.02611448, -0.003618271, 0.1, -0.2525165, -0.03498722, 0.9669598, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
110057, True, True, True, True, -0.02454132, -0.0048768, 0.1, -0.2380739, -0.04730955, 0.9700941, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
110057, True, True, True, True, -0.02454132, -0.0048768, 0.1, -0.2380739, -0.04730955, 0.9700941, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
110057, True, True, True, True, -0.02296816, -0.006449963, 0.1, -0.2234119, -0.06273898, 0.9727029, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
110057, True, True, True, True, -0.02076573, -0.008967021, 0.1, -0.2025407, -0.08746079, 0.9753604, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
